startup_name,description,categorie,pays,ouverture,resultat,raison,fermeture,nombre_de_fondateur,founder,nombre_d_employe,founding_round,Total_funding,Profit,nombre_d_investisseur
patriot-chimney,"Hi Rich, thanks for having me. As you mentioned, my name is Mitchell.",Services,United States,2017,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Mitchell Blackmon,20,1,-1,252813,1
bounce,"I'm the co-founder ofBounce, a network of 1000-plus store locations for luggage storage and package acceptance. We help travelers find places to store their bags and accept packages through the mail in hundreds of cities around the world.",Travel,United States,2018,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,2,Cody Candee,20,5,-1,225488,1
embarque,"I'm currently the founder and CEO of Embarque, a productized agency for premium content that converts, at affordable prices. At the moment, most of our clients hire us to create SEO content, including blog posts and landing pages.",Marketing,Remote,2018,active,"Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,5,Julian,20,1,-1,380753,1
lemlist,"My name is Guillaume, I'm 28 years old living in Paris and I'm the CEO and Co-Founder oflemlist, a cold email platform that allows sales teams to book more meetings thanks to the power of personalization. As a CEO, I'm taking care of management, strategy and sales, while my two technical co-founders handle the tech side.",Software & Hardware,France,2017,active,"Experience of the Founder, Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,4,Guillaume Moubeche,20,2,-1,232907,1
reform,"My name is Peter. I'm 31 years old, married, and dad to a 1-year old.",Software & Hardware,Denmark,2013,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,3,Peter Suhm,10,1,-1,163871,1
crossnet,"I'm a 26-year-old entrepreneur living in Miami and running the world's first four-way volleyball game company. I grew up in a small farm town in North East, Connecticut called Woodstock.",e-Commerce,United States,2016,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Chris Meade,30,1,-1,383655,1
browserless,"Hey everyone! I'm Joel Griffith, a Portland, Oregon based Software Engineer (now turned entrepreneur) that's been working a ton on this thing called browserless. browserless is, at its essence, what I call Ã¢â‚¬Å“chrome-as-a-service.Ã¢â‚¬Â What that means is that when a developer needs to have programmatic control over a web-browser as part of their service they can use us to provide it.",Software & Hardware,United States,2016,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Joel Griffith,20,1,-1,224785,1
lunch-money,"Hi! I'm the founder, engineer, designer, customer support, and all-in-all one-woman team atLunch Money, a subscription-based personal finance & budgeting web app. I started learning basic web programming (HTML, CSS, PHP, JavaScript) at the tender age of 13 after my older sister suggested that I try my hand at making websites instead of wasting my time playing online games (Neopets!).",Finances,Canada,2017,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,2,Jen Yip,50,1,-1,928013,1
scrapingbee,"Hey! My name is Pierre de Wulf, I'm 27 and I live in Paris, France. 18 months ago I quit my full-time job as a data-engineer to go the indie hacker way with my lifelong friend, Kevin Sahin.",Software & Hardware,France,2006,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Pierre de Wulf,20,2,-1,396449,1
standuply,"For the past 10 years, I've been a tech entrepreneur, today I'm 36. In 2008 I founded a web agency in the heart of Russia, in Siberia.",Software & Hardware,Russia,2008,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Alex Kistenev,20,1,-1,215066,1
aura,I grew up in Florida without much exposure to entrepreneurship or business until I met my step-father who owned a wedding company. I also saw the value of owning a company but never cared to learn about the mechanics until I became obsessed with reading business books and understanding the systems that made them possible.,Software & Hardware,United States,2016,active,"Profitability, Strong Leadership, Geographical Advantage",-1,4,Dillon Carter,50,1,-1,557203,1
matboard-and-more,Hi! I am an Engineer/MBA that couldn't survive the 9-5. In 2012 I realized no corporate job would give me what I wanted in life and the opportunity came up to work on Matboard and More which is now the number one online retailer of custom matting and framing in the US.,e-Commerce,United States,2012,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Mehdi Kajbaf,10,1,-1,162229,1
blogging-for-devs,"I'm a software developer and former engineering manager based in Berlin, Germany but originally from the United States. Most people I talk to aren't confident about where I'm from, because my accent has gotten pretty weird by now! About 8 years ago, I moved to Europe for a research job at the NLP chair in Leipzig, Germany.",Education,Germany,2018,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,1,Monica Lent,50,1,-1,617520,1
encharge,"Aloha, Failory! I'm Kalo, one of the founders ofEnchargeÃ¢â‚¬â€œ a marketing automation tool that aims to connect all your marketing apps. My background is in interaction design.",Marketing,Bulgaria,2013,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Kalo Yankulov,20,1,-1,373231,1
flexiple-2021,"I am Karthik, Co-founder and CEO ofFlexiple, a network of pre-vetted freelance developers & designers to help top startups & companies find quality tech talent. At Flexiple, my responsibilities include marketing and tech while my co-founders handle the more difficult job of everything freelancer & client operations-related.",Software & Hardware,India,2018,active,"Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Karthik Sridharan,30,2,-1,548967,1
dick-at-your-door,Hey Failory! My Name is actually Adam and I am the owner of Dick At Your Door. I started this company just over three years ago after spending the last seven years in various sales and marketing jobs.,e-Commerce,United States,2016,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Adam Elliot,10,3,-1,156880,1
frontend-mentor,"Hello! I'm Matt Studdert, and I live in London, UK. I'm the founder ofFrontend Mentor, a platform that helps people improve their front-end coding skills by building real projects.",Education,United Kingdom,2018,active,"Experience of the Founder, Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Matt Studdert,10,2,-1,143981,1
snapshooter,"Hi there! My name is Simon Bennett. I am a 29-year-old husband, father of two from the United Kingdom.",Software & Hardware,United Kingdom,2018,active,"Profitability, Strong Leadership, Geographical Advantage",-1,1,Simon Bennett,20,1,-1,280174,1
xena-intelligence,"I'm Akhil Suresh Nair and I'm the Founder & CEO of Xena Intelligence, aged 30, based in Boston, MA. I have an engineering background and have an MBA degree from Babson College.",Software & Hardware,United States,2018,active,"Experience of the Founder, Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Akhil Suresh,10,2,-1,142426,1
rayna-tours,"Hey there, I am Manoj Tulsani! I grew up in Ajmer in the Indian state of Rajasthan. In the late 90s after the completion of my graduation in the commerce stream, I came to Dubai.",Travel,Dubai,2016,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Manoj Tulsani,20,1,-1,241600,1
edlatimore,"I'm Ed Latimore and I'm a writer who focuses on overcoming addictions, dealing with trauma, and developing practical applications of stoicism and forgiveness to improve the relationship you have with yourself and others. My website isedlatimore.comand is broken down into five categories: Mental mastery, physical mastery, emotional mastery, money skills, and addiction & sobriety.",Education,United States,2018,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,1,Ed Latimore,10,1,-1,112883,1
headlime,"Hey there, I am Danny Postma. A 28-year-old Full Stack Maker from the Netherlands, who currently lives in sunny (but currently rainy) Bali, Indonesia, after traveling the world for a few years.",Marketing,Indonesia,2021,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Danny Postma,20,1,-1,360166,1
gorails,I'm Chris Oliver. I'm a 32-year-old Ruby on Rails developer from St.,Education,United States,2018,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Chris Oliver,20,1,-1,231958,1
locationrebel,"My name is Sean Ogle and I'm the founder ofLocation Rebel, which I started in May of 2009. I'm 36 years old and based in Portland, Oregon.",Education,United States,2007,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Sean Ogle,10,1,-1,169234,1
mealsurfers,I am Ali and I advise companies on product development and building data-focused services. I also have a podcast focused on groundbreaking graduate research calledFor Inquisitive Mindsand another on building businesses calledSerial Entrepreneurship with Ali & Upile.,Food & Beverage,Canada,2015,active,"Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Ali Jiwani,50,2,-1,855178,1
growsurf,"Hi, I'm Kevin Yun, one of the co-founders ofGrowSurf. I'm 29 years old, based out of Chicago, USA.",Marketing,United States,2018,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,3,Kevin Yun,10,1,-1,106803,1
nerdpilots,Hey there! My name is Kevin Pereira and I am the founder of NerdPilots. But my entrepreneurial journey didn't start with NerdPilots.,Design,United States,2014,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Kevin Pereira,20,1,-1,394366,1
puppet-pelts,"My name is Laurie Nickerson and I and the co-owner ofPuppet Pelts. At Puppet Pelts, we manufacture and sell hand dyed fabric used for puppet skins to professional puppet builders around the world.",e-Commerce,United States,2016,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Laurie Nickerson,20,1,-1,378068,1
zenoutreach,"I am Laura van den Herrewegen, founder of ZenOutreach. I am currently based in Cyprus.",Marketing,Remote,2018,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Laura van den Herrewegen,20,1,-1,258473,1
simplelogin,"Hey! My name is Son - 34 years old. I'm the founder of SimpleLogin, an open-source service to protect our privacy via email aliases.",Software & Hardware,France,2017,active,"Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Son NK,20,1,-1,309388,1
stone,"I'm a 33-year-old born and raised in London.Ã‚Â  I am the co-founder ofStone, a brand developing innovative trade and lifestyle products for the food and drinks industry. The business began 18 months ago, when we launched our flagship product - theClassic Stone, a notebook designed for chefs.",e-Commerce,United Kingdom,2016,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Stefan Johnson,20,7,-1,248845,1
fibery,"Hi! I'm Michael, a 42-year old entrepreneur from Belarus. I started my first company (Targetprocess) in 2004, and in 2021 it was acquired by Apptio.Fiberyis my second company that I founded in 2017.",Productivity,Remote,2021,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,1,Michael Dubakov,10,1,-1,192095,1
the-agent-nest,"My name is Molly Wolchansky, I am currently 30 years old, and I am the founder of The Agent Nest. The Agent Nest is a SaaS that provides digital and print content to real estate agents.",Marketing,United States,2018,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Molly Wolchansky,30,2,-1,594056,1
scraper-api,"Hi! My name is ZoltÃƒÂ¡n Bettenbuk and I am the CTO atScraper API. I am based in Eger, Hungary, with my family.",Software & Hardware,United States,2018,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,ZoltÃƒÂ¡n Bettenbuk,10,1,-1,121155,1
station,"I'm Julien, co-founder, and CEO of Station, based between Lisbon and Paris. We are building a unified search for teams.",Software & Hardware,France,2020,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,4,Julien Berthomier,10,1,-1,113284,1
imaginovation,"Hello! My name is Michael Georgiou, and I am a Co-Founder and CMO atImaginovation. We are an award-winning technology and app development company based out of Raleigh, NC.",Software & Hardware,United States,2008,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Michael Georgiou,50,1,-1,607304,1
impossible,My name is Joel Runyon. I'm an endurance athlete and entrepreneur and founder at IMPOSSIBLE.,Health,United States,2009,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,1,Joel Runyon,20,2,-1,361086,1
campertunity,My co-founder: Ã¢â‚¬Å“Let's make a website to help people get outside. A website where people who own land can list their land and campers can book it.,Travel,Canada,2016,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,5,Nora Lozano,20,3,-1,227014,1
price2spy,"Hey, I'm Misha! I'm 48 and I'm living in Belgrade, Serbia, where I'm married with 2 kids. 23 years ago, I started my first website.",Software & Hardware,Serbia,1997,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Misha Krunic,20,3,-1,345293,1
content-snare,"Hey! Before all this online business stuff, I used to program controllers that made real-world equipment come to life. Things like motors, pump, even entire mine sites.",Software & Hardware,Australia,2016,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,James Rose,20,1,-1,320393,1
plausible,"I'm Marko Saric and I'm the co-founder of Plausible Analytics.Plausible Analyticsis a simple, open-source, lightweight (< 1 KB) and privacy-friendly web analytics alternative to Google Analytics. It's the two of us in the Plausible team.",Software & Hardware,Remote,2017,active,"Experience of the Founder, Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Marko Saric,30,2,-1,568746,1
tally,"I'm Marie, 32 years old and born and based in Belgium. I have a background in Marketing and founded Tally together with my co-founder Filip Minev.",Software & Hardware,Belgium,2018,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Marie Martens,10,1,-1,151197,1
photopea,"Hi, my name is Ivan Kutskir. I was born in Ukraine in 1990.",Design,Czech Republic,2017,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Ivan Kutskir,10,1,-1,167509,1
henry,"I'm Martin Borchardt, CEO and one of the co-founders ofHenry, a LATAM startup that teaches software development for free and helps students get a job, in exchange for a share of their future income. Ã¢â‚¬Â Before building Henry, I founded a FinTech startup calledNubi, which is a cross-border payment system that integrates with PayPal and TransferWise.",Education,Argentina,2017,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Martin Borchardt,50,1,-1,700584,1
unicorn-platform,Salut! My name is Alexander Isora. I'm 27 y.o.,Software & Hardware,Russia,2017,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Alexander Isora,10,1,-1,106657,1
rankd-seo,"Hey! I'm a 30-year old entrepreneur from Latvia (Europe).As my day job, I work as the CEO of a large retail chain that sells alcoholic beverages. But my passion is online marketing.",Analytics,Latvia,2016,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Martins Sulcs,20,1,-1,398756,1
tweet-hunter,"I'm a 32 years old French dude with 10 years of experience in marketing, product, and entrepreneurship. I live in Bordeaux, France.",Social Media,France,2019,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Tom Jacquesson,30,1,-1,314813,1
financer,"My name is Johannes Larsson, I'm a 29-year-old, Swedish entrepreneur currently living in Cyprus. I'm the founder and CEO of Financer.com, a financial comparison site, and manage a global remote team based in over 26 countries.",Finances,Remote,2018,active,"Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Johannes Larsson,50,1,-1,597546,1
beardbrand,"I've got a fairly diverse background before starting my current business,Beardbrand. My career started off in sales and I worked for a few companies doing inside and outside sales.",e-Commerce,United States,2016,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Eric Bandholz,20,1,-1,290489,1
hubstaff,"My name is Dave Nevogt, I am 38 years old and I live in Indianapolis, Indiana. I have built a number of different businesses but my most recent venture is Hubstaff, a software that helps organizations track time.",Productivity,United States,2016,active,"Experience of the Founder, Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Dave Nevogt,10,1,-1,100567,1
reroute-lifestyle,"During my transition to Ã¢â‚¬Å“adulthood,Ã¢â‚¬Â the chase after the American dream never made sense to me. We worked so hard to pay off our student loans.",Travel,United States,2016,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Krista Aoki,10,1,-1,171722,1
scalefusion,"Hi Rich! I am Harishanker Kannan. Based out of Pune, India, I am the Co-Founder and CEO atScalefusion.",Software & Hardware,India,2017,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,3,Harishanker Kannan,10,1,-1,177122,1
gadget-flow,"My name is Evan Varsamis, I'm an entrepreneur, founder, and CEO at Gadget Flow Inc, Contributor at Forbes, Inc and Amex Essentials, speaker, investor at Qrator Ltd and advisor at Crowdreach and Sprint Fund. I'm 27 currently based in New York.",Software & Hardware,United States,2012,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Evan Varsamis,50,1,-1,700948,1
copyai,"Hi, I'm Chris Lu and I am a co-founder of CopyAI. CopyAI is an artificial intelligence writing assistant which generates new content from scratch in a matter of seconds.",Software & Hardware,United States,2018,active,"Robust Business Model, Profitability, Strong Leadership, Geographical Advantage",-1,4,Chris Lu,10,1,-1,177250,1
flexy,"Hello! My name is Garik, and together with my friends, we have founded a UI/UX design agency, Flexy Global. We aim to become one of the leading UI/UX agencies in the world in the next 3 years.",Design,Remote,2018,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Garik Avetisyan,30,1,-1,490224,1
genm,I have been an entrepreneur since my teenage years where I would go door to door selling services in my hometown of Ottawa. At 21 years old I expanded my enterprise into a construction company and hired a bunch of my friends.,Education,Canada,2016,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,3,Moe Abbas,30,1,-1,449207,1
repairdesk,"Hi, my name is Usman Butt, and I am the founder and CEO of RepairDesk. I am 34-years-old and I hail from Pakistan.",Software & Hardware,Pakistan,2017,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Usman Butt,20,1,-1,378151,1
combat-flip-flops,Iowa guy. Joined the military in 1997 and left in 2006 with a few deployments to Iraq and Afghanistan.,e-Commerce,United States,1997,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Matthew Griffin,30,1,-1,464702,1
mangools,"Hi Failory readers, my name is Peter. I'm the founder and CEO atMangools.",Software & Hardware,Slovakia,2016,active,"Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Peter Hrbacik,10,1,-1,199178,1
zenmaid,"I'm Amar Ghose, the CEO, and co-founder of ZenMaid. I also recently launched a podcast, theSurround Sound SaaS Marketingpodcast, where I talk about the various things we do for marketing on ZenMaid.",Software & Hardware,Remote,2015,active,"Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Amar Ghose,10,2,-1,136807,1
iwantthatflight,"Hi, my name is Garth Adams. I've built lots of sites over the years -sudoku.com.au,accountantlist.com.au,netlaw.com.au,kakuro.ccand more recently the travel siteiwantthatflight.com.au.",Travel,Australia,2007,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Garth Adams,20,4,-1,319304,1
career-sidekick,"Hi, Biron here. I'm a 34-year-old entrepreneur from Boston, USA.",Education,United States,2018,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Biron Clark,10,1,-1,143671,1
metricspot,"I'm a weird kind of tech entrepreneur. I studied architecture (yes, the buildings type...) but long before finishing my degree I knew I would end up having my own business.",Software & Hardware,Spain,2013,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Angel Diaz,20,1,-1,285098,1
pear-cards,"Hello! First, I want to thank you for reaching out about this interview. As far as my background, it's quite eclectic.",Productivity,United States,2016,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Matthew Roberts,30,5,-1,415420,1
eola,"Hey! I'm Dan, 25, cofounder and CTO at eola, the complete management platform for activity centres. Managing a business providing activities and experiences is difficult.",Travel,United Kingdom,2018,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,2,Daniel Steele,20,1,-1,361436,1
hawkers,"My name is Alejandro Betancourt Lopez, and I am a business professional from Venezuela who has launched or funded several businesses. I have served as President of Hawkers Sunglasses since October 2016.",e-Commerce,Spain,2018,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,4,Alejandro Betancourt,30,3,-1,582619,1
lifewave," I am an inventor first and a business Founder / CEO second. I launched LifeWave, a fast-growing health technology company, in San Diego in 2002.",Health,United States,2021,active,"Experience of the Founder, Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,David Schmidt,10,1,-1,193579,1
stronger-u,"Hey! I'm Mike Doehla. I grew up in Newburgh, New York, and went to school for business.",Food & Beverage,United States,2017,active,"Robust Business Model, Profitability, Strong Leadership, Geographical Advantage",-1,1,Mike Doehla,20,1,-1,255410,1
swagup,"I have been selling stuff for as long as I can remember, starting with re-selling our groceries outside of my house to our neighbors.SwagUpstarted it out of my mom's house, and just under 4 years later we've worked with over 2,500 of the top startups and companies, run a 40k ft fulfillment center, have a team of over 150 (13 in Miami), and have done multiple 8 figures in sales all completely bootstrapped. SwagUp takes the super complex world of branded swag creation and distribution and streamlines it through one simple platform.",Design,United States,2018,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Michael Martocci,10,2,-1,103054,1
the-careside,I am the CEO and co-founder ofThe CareSide. We provide home care and nursing services to seniors.,Health,Australia,2018,active,"Profitability, Strong Leadership, Geographical Advantage",-1,1,Gareth Mahon,10,3,-1,183448,1
zogics,"I'm the Chief Revenue Officer at Zogics, a B2B and B2C e-commerce company based in Lenox, MA that designs and markets cleaning, disinfecting, and sanitizing products. Zogics caters to the health, fitness, hospitality, educational, and aviation industries.",e-Commerce,United States,2005,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Jeff Stripp,10,1,-1,120623,1
pagestead,"My name is Mattijs Naus (typically go simply by Ã¢â‚¬Å“MattÃ¢â‚¬Â), originally from The Netherlands but living in Thailand for the past 13 years. I run a software business with a fully remote team and our flagship product is calledPagestead.",Software & Hardware,Thailand,2016,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Mattijs Naus,10,3,-1,127412,1
sinoficina,"Hi there! I'm Bosco Soler, a 35 yo architect from Spain and I'm the creator ofSinOficina: the first online coworking for the growing community of freelancers and entrepreneurs in Spain and Latin America. SinOficina Ã¢â‚¬â€meaning Ã¢â‚¬Å“ Without Office Ã¢â‚¬Â in SpanishÃ¢â‚¬â€ helps entrepreneurs providing a virtual environment to connect, collaborate and grow together.",Education,Spain,2018,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,1,Bosco Soler,10,4,-1,191964,1
finmasters,"I'm 34 years old and I was born in Romania. My background is in software engineering, and since very early in my career, I've always been interested in creating recurring revenue streams.",Finances,Romania,2019,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,1,Ionut Neagu,50,5,-1,670721,1
justreachout,"Hey Failory! Thanks for having me here! Like you, I've always been interested in the juicy details of failure. Learning from others' mistakes can give you a lot of perspective around considerations you might be blind to when you're concentrating all of your energy on turning an idea you have into a profitable business.",Marketing,United States,2016,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,3,Dmitry Dragilev,10,1,-1,178651,1
helpwise,"Hey, I'm 31 years old & currently based out of New Delhi, India. I'm a chemical engineer by education, the only job that I ever took (& left after 3 months) was into investment banking.",Software & Hardware,India,2017,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Gaurav Sharma,10,1,-1,177776,1
inked-sports,My name is Tyler Shooshani. I'm a Senior (22 years old) at USC studying Business Administration with an emphasis on entrepreneurship.,Entertainment,United States,2018,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Tyler Shooshani,10,1,-1,119255,1
oneup,"My name is Davis Baer, and I am the co-founder ofOneUp, a social media scheduling tool that supports Facebook, Instagram, Twitter, LinkedIn, Pinterest, andGoogle My Business. OneUp differs from tools like Buffer and Hootsuite because we allow for a post to be set to automatically repeat at set intervals, such as daily, weekly, monthly, every 3 months, 6 months, or annually.",Social Media,United States,2017,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,5,Davis Baer,50,1,-1,691197,1
rent-round,"My name's Raj Dosanjh, I'm 34 years old and the founder ofRent Round. Post studying Computer Science & Business at university, I focused on creating a consultancy in the investment banking industry & running my own property portfolio.",Software & Hardware,United Kingdom,2017,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Raj Dosanjh,30,6,-1,456979,1
urban-masterclass,"Hey there! My name is Chris Schwartze and I'm a 25-year-old entrepreneur and music producer fromEnschede, The Netherlands. Like many others, in my early days, the internet struck a chord with me.",Music,Netherlands,2009,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Chris Schwartze,10,1,-1,127789,1
leilo,"Hi! My name is Sol Broady, and I'm a 21-year-old senior at Columbia University in NYC. For the past three years, I have worked as the founder and CEO of Leilo, the world's first dedicated relaxation CPG.",Food & Beverage,United States,2018,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Sol Broady,10,3,-1,147692,1
refrens," Hi! I am Naman, co-founder of Refrens.com, an operating system for Freelancers and agencies. I'm a 32 years old entrepreneur, based out of Bangalore, India.",Services,India,2018,active,"Experience of the Founder, Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Naman Sarawagi,10,1,-1,128831,1
tuff,"I'm Ellen, founder ofTuff. We help startups unlock revenue by plugging in an on-demand growth marketing team.",Marketing,United States,2017,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,4,Ellen Jantsch,10,1,-1,158379,1
claimcompass,"My name is Alexander Sumin, I'm 31 and I'm typing this out of my office in Sofia while sipping on my 6th or so cup of coffee for the day (I've lost count). I'm one of three founders of a company calledClaimCompasswhere we help travelers get paid when airlines screw up their flights.",Travel,Bulgaria,2016,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Alexander Sumin,10,3,-1,189237,1
manyrequests,"My name is Robin, I am 29 and I am working onManyRequests. Our team is spread across South-East Asia and Latin America, where most of our developers are located.",Software & Hardware,Remote,2020,active,"Experience of the Founder, Robust Business Model, Profitability, Strong Leadership, Geographical Advantage",-1,1,Robin Vander Heyden,20,2,-1,223613,1
viewst,"My name is Victoria, and I'm the Founder and CEO ofViewst, a no-code design, and automation tool for everything related to ad production. I'm 37 and I'm a solo founder.",Marketing,United States,2019,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,4,Victoria Duben,30,1,-1,518848,1
10er,"Hi! I am currently working at Elastic making sure ourAPM solutionis as good as possible for people with Ruby apps.Elasticis a great company and a lovely place to work (and we're hiring!). On the side, I've built and run a few side projects.",Software & Hardware,Denmark,2014,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,1,Mikkel Malmberg,30,2,-1,528694,1
wavve,"Howdy! Ã°Å¸â€˜â€¹Ã°Å¸Â¤Â Ã‚Â  I'm Baird. I'm 33 and based in Charleston, SC.",Software & Hardware,United States,2015,active,"Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Baird Hall,10,4,-1,196559,1
qor360,"I'm currently an emeritus professor here at the University of Vermont in Burlington, Vermont. After a long career as an academic trauma surgeon, I spent a decade as a research epidemiologist.",Design,United States,2018,active,"Experience of the Founder, Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Turner Osler,10,1,-1,137923,1
colorado-mobile-drug-testing,I'm a retired Law Enforcement Officer having specialized in drug-impaired driving and detection as a DRE (Drug Recognition Expert) and DUI Instructor for a total of 20 years. I was also a DARE Instructor teaching the DARE curriculum to elementary school children for 8 years.,Health,United States,2012,active,"Profitability, Strong Leadership, Geographical Advantage",-1,1,Chuck Marting,10,1,-1,196477,1
